"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"INVO00004992","CM7350","310.01","167"
"INVO00004993","CM7739","8.5","354"
"INVO00004977","VAL6911","4.58","843"
"INVO00004977","VAL0335","448.0","740"
"INVO00004977","LOYAL1231","49.88","214"
"INVO00004980","CM3602","4.35","963"
"INVO00004980","CM3936","487.21","393"
"INVO00004989","CM3688","3.21","98"
"INVO00004993","DIS1533","4.07","568"
"INVO00004993","LOYAL2594","4.78","750"
"INVO00005000","5YEARS5318","1.69","236"
"INVO00005000","5YEARS3378","60.35","14"
"INVO00005000","5YEARS2265","59.19","454"
"INVO00004984","LOYAL7552","21.09","998"
"INVO00004984","10YEARS4009","25.76","624"
"INVO00004985","CM3562","6.61","285"
"INVO00004985","DIS9282","6.0","302"
"INVO00004985","CM0560","75.06","491"
"INVO00004986","10YEARS9874","1.13","623"
"INVO00004986","VAL0753","4.59","23"
"INVO00004986","5YEARS1916","1.44","65"
"INVO00004990","LOYAL8485","72.32","997"
"INVO00004990","VAL7598","3.68","102"
"INVO00004999","10YEARS2247","7.5","35"
"INVO00004999","10YEARS6825","3.3","733"
"INVO00004999","VAL2472","2.15","253"
"INVO00004977","DIS2415","97.89","960"
"INVO00004979","DIS4358","73.58","31"
"INVO00004983","CM9680","2.41","246"
"INVO00004989","DIS1611","4.08","344"
"INVO00004993","DIS4710","332.57","430"
"INVO00004993","LOYAL9557","66.39","244"
"INVO00004993","LOYAL7861","10.34","659"
"INVO00004997","LOYAL8816","8.47","345"
"INVO00004976","CM9321","96.28","585"
"INVO00004976","DIS7697","171.54","342"
"INVO00004976","LOYAL2843","36.29","676"
"INVO00004981","VAL8700","4.32","886"
"INVO00004987","5YEARS7324","2.66","41"
"INVO00004987","DIS5029","7.05","624"
"INVO00004987","LOYAL2207","15.21","742"
"INVO00004997","10YEARS5623","399.76","412"
"INVO00004997","DIS8307","2.51","594"
"INVO00004997","VAL3179","88.73","964"
"INVO00004977","5YEARS3443","48.64","469"
"INVO00004977","5YEARS2787","47.54","493"
"INVO00004977","VAL1789","6.43","511"
"INVO00004980","VAL7446","88.06","93"
"INVO00004980","VAL9857","8.84","436"
"INVO00004980","10YEARS0076","113.5","952"
"INVO00004985","VAL9388","2.19","360"
"INVO00004985","5YEARS9783","7.05","106"
"INVO00004988","VAL1798","3.61","105"
"INVO00004988","10YEARS7712","372.41","822"
"INVO00004990","LOYAL1826","89.0","815"
"INVO00004990","LOYAL5750","470.38","867"
"INVO00004990","DIS9436","93.3","696"
"INVO00004995","VAL0597","48.64","692"
"INVO00004995","10YEARS5453","416.71","389"
"INVO00004995","VAL0956","13.94","245"
"INVO00004976","10YEARS4966","18.46","911"
"INVO00004978","VAL8370","52.76","1000"
"INVO00004982","DIS4828","9.84","700"
"INVO00004982","VAL7222","204.39","270"
"INVO00004982","VAL6589","46.61","495"
"INVO00004984","10YEARS5355","8.75","169"
"INVO00004984","VAL1398","296.74","934"
"INVO00004992","DIS2665","41.41","4"
"INVO00004992","VAL3393","44.85","92"
"INVO00004998","LOYAL8428","229.37","477"
"INVO00004998","10YEARS6834","79.88","133"
"INVO00004998","CM6228","14.14","696"
"INVO00004982","DIS3524","32.67","784"
"INVO00004982","10YEARS0252","68.18","712"
"INVO00004982","VAL3942","65.19","252"
"INVO00004989","10YEARS9194","5.75","724"
"INVO00004998","10YEARS8866","56.63","91"
"INVO00004998","CM9003","7.64","722"
"INVO00004998","5YEARS6434","5.88","921"
"INVO00004983","VAL9537","28.05","945"
"INVO00004983","DIS3736","31.8","248"
"INVO00004983","LOYAL3417","73.59","685"
"INVO00004988","DIS7720","56.1","424"
"INVO00004995","10YEARS3804","328.26","495"
"INVO00004995","DIS8376","4.96","531"
"INVO00004996","10YEARS3094","8.59","471"
"INVO00004996","VAL3875","4.27","964"
"INVO00004981","CM2354","5.76","758"
"INVO00004981","LOYAL3776","35.85","909"
"INVO00004981","5YEARS7017","3.28","963"
"INVO00004989","DIS3256","28.33","845"
"INVO00004989","DIS9917","8.16","695"
"INVO00004989","5YEARS6598","74.48","868"
"INVO00004994","DIS2379","70.75","351"
"INVO00004994","LOYAL0539","2.23","741"
"INVO00004979","LOYAL0558","473.45","935"
"INVO00004979","5YEARS4781","32.47","142"
"INVO00004983","VAL8344","85.14","937"
"INVO00004989","CM4768","23.1","442"
"INVO00004989","VAL3983","323.29","937"
"INVO00004994","10YEARS4954","8.0","702"
"INVO00004995","CM5041","21.71","398"
"INVO00004995","10YEARS9882","189.52","155"
"INVO00004998","10YEARS0164","5.61","469"
"INVO00004998","VAL6986","47.81","530"
"INVO00004999","10YEARS5931","50.28","414"
"INVO00004999","LOYAL7848","7.53","999"
"INVO00004999","CM7575","177.3","257"
"INVO00004980","10YEARS3164","7.08","438"
"INVO00004980","5YEARS6231","5.25","895"
"INVO00004980","5YEARS1364","24.04","877"
"INVO00004982","DIS2119","92.88","761"
"INVO00004985","CM8268","312.98","771"
"INVO00004985","10YEARS2688","64.23","776"
"INVO00004985","CM3624","72.55","76"
"INVO00004986","LOYAL1732","1.13","906"
"INVO00004989","10YEARS2185","30.36","635"
"INVO00004989","10YEARS2409","339.37","494"
"INVO00004989","5YEARS1002","1.63","279"
"INVO00004994","CM9102","77.11","656"
"INVO00004996","10YEARS3791","457.66","211"
"INVO00004979","10YEARS6330","7.16","43"
"INVO00004979","5YEARS4592","61.14","620"
"INVO00004979","CM3439","245.31","829"
"INVO00004983","10YEARS0542","2.78","807"
"INVO00004984","CM7111","3.33","202"
"INVO00004990","CM8128","28.44","580"
"INVO00005000","DIS2706","1.44","21"
"INVO00004984","LOYAL8185","5.33","411"
"INVO00004984","CM7099","46.91","731"
"INVO00004984","VAL5648","98.71","149"
"INVO00004986","VAL4628","93.29","591"
"INVO00004986","LOYAL1007","2.19","309"
"INVO00004986","CM3191","7.07","667"
"INVO00004993","LOYAL7695","6.86","223"
"INVO00004993","10YEARS6919","310.65","395"
"INVO00004993","5YEARS4774","195.26","992"
"INVO00004995","LOYAL3986","7.25","32"
"INVO00004995","DIS0155","201.42","144"
"INVO00004998","10YEARS6571","1.71","886"
"INVO00004978","VAL3078","5.79","546"
"INVO00004978","VAL2015","7.62","800"
"INVO00004983","5YEARS6913","6.49","762"
"INVO00004983","CM1044","206.52","399"
"INVO00004983","10YEARS8114","88.2","724"
"INVO00004987","DIS9703","411.34","836"
"INVO00004987","DIS5903","433.13","142"
"INVO00004989","10YEARS8705","28.85","166"
"INVO00004993","CM1102","297.91","7"
"INVO00004993","CM7848","3.61","846"
"INVO00004998","VAL5834","3.35","213"
"INVO00004998","VAL6682","21.41","289"
"INVO00004998","5YEARS9432","56.89","381"
"INVO00005000","10YEARS7348","9.74","179"
"INVO00005000","LOYAL7314","54.72","566"
"INVO00004984","5YEARS9731","6.82","994"
"INVO00004984","10YEARS5955","4.04","107"
"INVO00004990","10YEARS0739","5.75","458"
"INVO00004990","DIS8921","7.78","104"
"INVO00004990","VAL2178","31.98","705"
"INVO00004996","DIS1779","3.88","573"
"INVO00004996","5YEARS0001","1.3","781"
"INVO00004999","CM9411","37.13","3"
"INVO00004999","VAL8893","72.92","723"
"INVO00004982","CM6186","3.27","200"
"INVO00004982","5YEARS0143","1.29","713"
"INVO00004986","CM8742","6.75","55"
"INVO00004986","10YEARS5179","2.84","759"
"INVO00004996","5YEARS5391","88.22","216"
"INVO00004996","10YEARS3308","22.5","194"
"INVO00005000","5YEARS5661","3.61","915"
"INVO00004985","DIS4507","90.87","634"
"INVO00004991","DIS9473","96.39","618"
"INVO00004991","10YEARS0702","70.85","352"
"INVO00004991","5YEARS0004","4.76","148"
"INVO00004998","VAL0522","62.67","451"
"INVO00004998","CM9692","10.39","847"
"INVO00004977","VAL7976","4.25","60"
"INVO00004977","CM8139","415.36","498"
"INVO00004977","10YEARS4904","9.56","171"
"INVO00004979","10YEARS9555","1.26","530"
"INVO00004979","CM9804","77.05","712"
"INVO00004979","CM2810","93.21","660"
"INVO00004981","VAL0416","16.15","192"
"INVO00004981","DIS2562","1.34","96"
"INVO00004981","LOYAL6185","8.34","791"
"INVO00004989","LOYAL9398","77.92","920"
"INVO00004989","VAL0376","18.55","956"
"INVO00004992","VAL4299","8.94","183"
"INVO00004998","5YEARS8576","302.6","168"
"INVO00004979","5YEARS1639","7.35","126"
"INVO00004985","VAL1319","91.43","682"
"INVO00004985","DIS3389","80.09","620"
"INVO00004985","CM6055","8.71","556"
"INVO00004988","VAL6700","78.33","870"
"INVO00004988","CM6537","140.12","234"
"INVO00004988","VAL2872","204.49","33"
"INVO00004993","DIS1038","8.74","578"
"INVO00004993","VAL1170","4.05","160"
"INVO00004998","10YEARS8947","92.05","793"
"INVO00004998","LOYAL2227","9.07","383"
"INVO00005000","5YEARS6020","9.46","441"
"INVO00004981","10YEARS3674","93.11","89"
"INVO00004989","DIS2944","75.97","88"
"INVO00004997","LOYAL9484","6.59","942"
"INVO00004997","CM5999","48.99","719"
"INVO00004997","LOYAL5141","9.55","525"
"INVO00004998","VAL2085","71.22","387"
"INVO00004998","VAL3978","4.87","660"
"INVO00004998","CM0732","44.4","910"
"INVO00004979","VAL5996","66.35","843"
"INVO00004986","5YEARS4956","4.36","148"
"INVO00004986","VAL9776","9.03","383"
"INVO00004986","VAL7857","5.4","730"
"INVO00004996","VAL5615","46.99","19"
"INVO00004979","5YEARS2541","20.79","437"
"INVO00004979","5YEARS6764","48.97","901"
"INVO00004979","VAL3990","30.01","614"
"INVO00004987","5YEARS2992","157.6","153"
"INVO00004993","VAL6975","353.93","979"
"INVO00004998","DIS4771","491.65","157"
"INVO00004998","DIS3035","29.64","386"
"INVO00004980","CM0517","95.72","796"
"INVO00004980","5YEARS8488","8.09","589"
"INVO00004982","LOYAL2347","7.36","380"
"INVO00004982","10YEARS4330","54.34","494"
"INVO00004983","5YEARS2422","381.58","380"
"INVO00004983","LOYAL9452","9.75","884"
"INVO00004989","10YEARS7489","55.53","225"
"INVO00004993","CM5764","98.29","19"
"INVO00004977","DIS5562","92.83","628"
"INVO00004977","CM6401","8.79","453"
"INVO00004979","VAL9121","70.65","544"
"INVO00004979","VAL1716","6.25","244"
"INVO00004979","CM9451","2.86","519"
"INVO00004983","10YEARS6751","254.75","150"
"INVO00004983","CM8338","1.36","354"
"INVO00004983","LOYAL5384","7.62","971"
"INVO00004987","CM6065","23.25","892"
"INVO00004994","LOYAL0948","1.18","632"
"INVO00004999","CM9832","50.49","750"
"INVO00004999","10YEARS8774","1.31","153"
"INVO00004999","CM1709","9.88","77"
"INVO00005000","VAL8912","4.27","99"
"INVO00005000","10YEARS1312","78.21","673"
"INVO00004978","CM1826","4.29","24"
"INVO00004978","10YEARS8920","241.95","687"
"INVO00004987","DIS2384","33.95","760"
"INVO00004987","10YEARS3709","3.99","39"
"INVO00004987","5YEARS8123","57.43","527"
"INVO00004988","5YEARS1422","392.22","716"
"INVO00004988","VAL7512","6.92","906"
"INVO00004988","LOYAL2837","8.1","211"
"INVO00004989","10YEARS5034","1.37","451"
"INVO00004994","CM5516","458.64","788"
"INVO00004994","DIS4495","402.29","317"
"INVO00004994","5YEARS3342","369.23","602"
"INVO00004995","10YEARS5541","99.88","485"
"INVO00004995","10YEARS6293","24.28","464"
"INVO00004995","LOYAL1214","4.95","101"
"INVO00004998","LOYAL9470","57.86","748"
"INVO00004998","DIS3624","1.72","929"
"INVO00004998","LOYAL2183","8.28","777"
"INVO00004980","DIS8897","7.36","952"
"INVO00004980","VAL1395","72.71","882"
"INVO00004980","5YEARS5095","8.28","127"
"INVO00004989","VAL7392","79.81","729"
"INVO00004989","5YEARS4762","48.17","199"
"INVO00004999","DIS6768","330.47","560"
"INVO00004999","LOYAL6993","4.83","664"
"INVO00004978","DIS8356","32.48","234"
"INVO00004978","LOYAL4111","306.39","697"
"INVO00004979","5YEARS6030","16.48","5"
"INVO00004979","VAL4552","39.69","803"
"INVO00004986","CM6382","9.84","197"
"INVO00004994","VAL1769","6.96","683"
"INVO00004994","DIS1279","3.61","979"
"INVO00004994","VAL9319","52.49","954"
"INVO00004996","10YEARS5861","25.98","379"
"INVO00004996","VAL1009","68.35","597"
"INVO00004981","CM4238","412.87","906"
"INVO00004981","10YEARS0928","90.39","237"
"INVO00004989","DIS1272","5.9","604"
"INVO00004989","10YEARS9904","7.71","444"
"INVO00004989","CM3103","44.18","581"
"INVO00004998","CM7894","7.15","646"
"INVO00004998","DIS0515","423.85","553"
"INVO00004998","5YEARS9083","197.36","896"
"INVO00005000","DIS9046","51.84","547"
"INVO00005000","DIS1683","7.86","962"
"INVO00004977","5YEARS9145","44.73","537"
"INVO00004987","DIS6913","9.04","224"
"INVO00004987","5YEARS2916","1.75","31"
"INVO00004989","DIS0980","3.15","683"
"INVO00004989","LOYAL9803","10.98","633"
"INVO00004996","VAL2241","61.21","393"
"INVO00004998","10YEARS8646","9.46","567"
"INVO00004998","LOYAL2622","36.63","429"
"INVO00004998","LOYAL5685","3.26","831"
"INVO00004981","10YEARS2490","9.38","774"
"INVO00004981","LOYAL3243","7.36","287"
"INVO00004981","VAL4914","392.62","475"
"INVO00004986","10YEARS5321","1.54","972"
"INVO00004986","10YEARS6327","7.43","898"
"INVO00004995","DIS8174","8.95","588"
"INVO00004995","LOYAL1556","77.89","534"
"INVO00004995","LOYAL7808","5.28","823"
"INVO00004996","DIS9829","5.44","421"
"INVO00004996","10YEARS2937","76.19","922"
"INVO00004996","VAL0203","8.73","709"
"INVO00004981","VAL1029","9.21","951"
"INVO00004981","LOYAL8412","93.62","893"
"INVO00004981","CM1556","5.61","641"
"INVO00004986","VAL6604","5.31","891"
"INVO00004986","5YEARS1397","70.42","701"
"INVO00004992","CM3027","80.19","838"
"INVO00004992","DIS7825","4.58","486"
"INVO00004992","10YEARS7377","80.78","776"
"INVO00004995","VAL1921","6.03","54"
"INVO00004995","LOYAL2012","287.96","5"
"INVO00004995","DIS5127","412.66","277"
"INVO00004997","LOYAL4946","6.97","118"
"INVO00005000","10YEARS3738","28.67","880"
"INVO00005000","LOYAL3849","4.03","477"
"INVO00004981","VAL5803","8.92","320"
"INVO00004990","VAL3800","6.81","941"
"INVO00004990","CM0750","2.84","61"
"INVO00004995","VAL5985","35.54","273"
"INVO00004977","5YEARS1908","257.19","361"
"INVO00004977","VAL4124","91.86","434"
"INVO00004980","CM2550","9.95","181"
"INVO00004980","5YEARS1518","11.33","512"
"INVO00004980","CM4297","95.43","250"
"INVO00004989","VAL1172","44.89","933"
"INVO00004989","DIS2126","57.83","812"
"INVO00004992","VAL1868","62.72","135"
"INVO00004995","DIS3672","76.28","268"
"INVO00004995","VAL2892","2.0","959"
"INVO00004995","5YEARS5169","180.08","113"
"INVO00004976","CM5435","27.36","487"
"INVO00004976","10YEARS0956","379.62","772"
"INVO00004976","CM2522","5.56","329"
"INVO00004977","10YEARS9612","68.44","454"
"INVO00004977","VAL4784","2.03","318"
"INVO00004987","LOYAL8573","4.44","476"
"INVO00004987","DIS6689","4.2","963"
"INVO00004987","5YEARS8274","86.47","179"
"INVO00004994","DIS6165","10.17","425"
"INVO00004994","DIS5244","9.45","251"
"INVO00004996","DIS5424","6.8","882"
"INVO00004976","LOYAL1597","35.65","685"
"INVO00004976","DIS4133","113.89","366"
"INVO00004979","CM1225","28.83","447"
"INVO00004979","5YEARS5667","91.78","647"
"INVO00004982","CM0924","9.2","730"
"INVO00004990","5YEARS7831","181.48","623"
"INVO00004992","LOYAL5463","470.08","780"
"INVO00004996","LOYAL3858","6.92","663"
"INVO00004996","DIS2143","7.25","433"
"INVO00004996","VAL8805","75.77","47"
"INVO00004997","5YEARS1607","5.69","401"
"INVO00004997","LOYAL2194","52.11","192"
"INVO00004997","DIS0931","15.62","240"
"INVO00004978","LOYAL4488","26.92","84"
"INVO00004978","VAL8218","285.15","379"
"INVO00004988","CM8664","17.74","313"
"INVO00004988","VAL5849","9.93","660"
"INVO00004988","LOYAL4885","382.24","646"
"INVO00004991","DIS6273","4.55","637"
"INVO00004991","VAL8110","1.93","911"
"INVO00004976","LOYAL8470","219.98","161"
"INVO00004976","LOYAL8199","63.92","390"
"INVO00004976","CM5246","5.8","711"
"INVO00004982","CM6250","277.55","58"
"INVO00004989","DIS9973","69.1","172"
"INVO00004989","VAL3472","85.66","793"
"INVO00004989","DIS7937","9.53","698"
"INVO00004994","LOYAL3484","82.15","7"
"INVO00004994","CM8270","7.53","624"
"INVO00004994","VAL5164","52.36","128"
"INVO00004998","CM8003","57.47","823"
"INVO00004998","DIS4376","3.92","711"
"INVO00004998","CM1308","116.43","699"
"INVO00005000","5YEARS4848","14.83","916"
"INVO00005000","CM0171","99.89","644"
"INVO00005000","VAL3272","1.84","174"
"INVO00004976","10YEARS2880","5.22","750"
"INVO00004976","CM2609","9.14","531"
"INVO00004982","DIS7179","5.09","280"
"INVO00004986","VAL6005","7.45","761"
"INVO00004994","VAL0249","9.45","372"
"INVO00004994","CM2976","4.3","921"
"INVO00004995","DIS8894","70.81","342"
"INVO00004996","CM8949","48.3","93"
"INVO00004996","CM1949","5.63","940"
"INVO00004997","10YEARS4753","154.22","119"
"INVO00004997","DIS6070","43.05","155"
"INVO00004997","LOYAL9938","2.92","812"
"INVO00004976","DIS0592","5.94","283"
"INVO00004976","10YEARS0683","465.51","699"
"INVO00004979","10YEARS2151","54.19","914"
"INVO00004987","LOYAL1577","40.31","511"
"INVO00004987","10YEARS6659","1.1","989"
"INVO00004989","VAL0585","114.09","657"
"INVO00004989","10YEARS2660","26.17","265"
"INVO00004989","DIS3495","2.01","372"
"INVO00004998","5YEARS4981","182.01","856"
"INVO00004998","VAL3516","61.91","106"
"INVO00004998","10YEARS0463","168.71","336"
"INVO00005000","CM7952","84.33","126"
"INVO00004983","CM6660","7.77","159"
"INVO00004983","DIS5784","7.69","560"
"INVO00004985","10YEARS1048","14.56","707"
"INVO00004985","LOYAL4030","32.21","215"
"INVO00004989","CM2126","139.97","502"
"INVO00004989","10YEARS9269","8.46","109"
"INVO00004989","10YEARS8097","14.9","198"
"INVO00004992","10YEARS3444","16.02","301"
"INVO00004998","VAL2039","8.85","119"
"INVO00004998","DIS2544","42.21","628"
"INVO00004978","CM8985","396.12","382"
"INVO00004979","VAL8274","406.37","17"
"INVO00004989","10YEARS5352","46.25","959"
"INVO00004990","LOYAL4479","1.43","400"
"INVO00004990","10YEARS5856","309.36","275"
"INVO00004995","5YEARS3122","137.68","124"
"INVO00004997","CM6020","238.47","856"
"INVO00004997","LOYAL7766","168.71","568"
"INVO00004997","CM6838","8.13","925"
"INVO00004981","5YEARS9130","2.09","477"
"INVO00004982","VAL7653","6.3","964"
"INVO00004991","DIS1614","3.32","542"
"INVO00004991","LOYAL8652","25.56","185"
"INVO00004996","5YEARS8798","99.54","364"
"INVO00004996","10YEARS6234","5.73","297"
"INVO00004996","CM8643","8.8","352"
"INVO00004998","10YEARS9012","2.93","729"
"INVO00004998","5YEARS1211","22.43","717"
"INVO00004998","VAL7825","17.39","899"
"INVO00005000","10YEARS1903","94.82","909"
"INVO00004980","10YEARS8481","88.82","139"
"INVO00004987","VAL3795","17.61","976"
"INVO00004990","10YEARS6685","54.98","921"
"INVO00004990","10YEARS9217","90.22","383"
"INVO00004991","5YEARS3663","336.3","645"
"INVO00004991","10YEARS2315","251.4","233"
"INVO00004976","VAL2236","470.58","111"
"INVO00004979","5YEARS6544","62.05","594"
"INVO00004979","VAL6619","9.81","913"
"INVO00004979","CM1108","36.33","45"
"INVO00004981","DIS2540","250.09","216"
"INVO00004981","LOYAL5176","33.21","967"
"INVO00004981","CM4814","93.05","337"
"INVO00004982","DIS0160","50.87","996"
"INVO00004982","CM3299","133.55","461"
"INVO00004982","10YEARS2310","6.56","876"
"INVO00004984","5YEARS5445","8.48","890"
"INVO00004988","5YEARS8293","407.84","673"
"INVO00004992","VAL1120","39.78","970"
"INVO00004999","CM7450","289.0","924"
"INVO00004999","5YEARS5377","12.78","453"
"INVO00004978","5YEARS5696","8.04","401"
"INVO00004985","LOYAL3664","78.58","168"
"INVO00004985","LOYAL0664","2.97","900"
"INVO00004985","DIS1567","3.97","568"
"INVO00004995","5YEARS2358","62.18","423"
"INVO00004995","LOYAL0525","4.35","445"
"INVO00004978","LOYAL1423","95.37","341"
"INVO00004984","10YEARS9380","121.97","557"
"INVO00004984","CM5553","324.71","881"
"INVO00004991","VAL4680","8.08","31"
"INVO00004991","LOYAL9205","5.33","386"
"INVO00004996","CM2754","5.84","368"
"INVO00004996","VAL7003","279.59","767"
"INVO00004996","5YEARS2115","2.14","598"
"INVO00004980","VAL3304","139.63","39"
"INVO00004982","CM7954","6.7","211"
"INVO00004982","LOYAL1925","9.39","338"
"INVO00004985","LOYAL9837","88.39","868"
"INVO00004985","VAL8905","6.86","419"
"INVO00004993","DIS5556","13.34","380"
"INVO00004993","LOYAL1188","90.73","130"
"INVO00004993","VAL5778","2.31","284"
"INVO00004997","5YEARS8163","67.83","757"
"INVO00004997","5YEARS8797","7.24","471"
"INVO00004997","LOYAL7362","9.92","575"
"INVO00004982","VAL1035","9.32","234"
"INVO00004986","DIS8886","46.14","914"
"INVO00004986","DIS9790","8.91","657"
"INVO00004986","VAL4410","98.42","109"
"INVO00004990","VAL3499","210.38","421"
"INVO00004990","5YEARS6719","18.98","472"
"INVO00004990","DIS0193","6.86","96"
"INVO00004997","5YEARS2781","96.65","184"
"INVO00004998","VAL3721","77.02","563"
"INVO00004998","5YEARS3570","78.38","756"
"INVO00004977","CM3986","43.08","821"
"INVO00004985","VAL3889","8.68","497"
"INVO00004985","VAL7345","6.86","455"
"INVO00004985","DIS9620","3.45","179"
"INVO00004987","10YEARS9369","23.44","516"
"INVO00004990","5YEARS6874","9.62","135"
"INVO00004991","10YEARS4064","2.65","949"
"INVO00004994","VAL9891","9.27","960"
"INVO00004994","10YEARS8887","77.58","171"
"INVO00004978","10YEARS7235","38.22","370"
"INVO00004978","LOYAL8441","6.08","748"
"INVO00004978","CM8367","53.1","475"
"INVO00004980","10YEARS8515","7.0","100"
"INVO00004980","CM1786","375.14","694"
"INVO00004988","5YEARS4546","32.14","924"
"INVO00004988","LOYAL0848","95.69","472"
"INVO00004990","10YEARS6427","6.13","878"
"INVO00004990","CM7010","7.0","536"
"INVO00004990","DIS8732","76.89","119"
"INVO00004992","10YEARS0366","6.42","138"
"INVO00004992","VAL8337","2.8","714"
"INVO00004994","10YEARS3419","3.48","728"
"INVO00004994","5YEARS2001","5.14","785"
"INVO00004994","DIS4862","30.81","447"
"INVO00004997","5YEARS0883","6.7","593"
"INVO00004979","CM3095","9.56","467"
"INVO00004979","10YEARS8099","392.86","332"
"INVO00004979","5YEARS8884","34.43","470"
"INVO00004989","5YEARS9243","186.95","382"
"INVO00004989","10YEARS3416","8.01","560"
"INVO00004989","DIS4696","1.0","544"
"INVO00004990","CM0371","7.77","647"
"INVO00004990","5YEARS8848","158.38","616"
"INVO00004990","VAL5938","58.5","450"
"INVO00004997","5YEARS9029","7.58","862"
"INVO00004977","CM7449","4.25","82"
"INVO00004977","5YEARS1620","9.25","749"
"INVO00004984","5YEARS8574","1.41","746"
"INVO00004984","CM7367","3.95","532"
"INVO00004984","LOYAL4475","8.33","441"
"INVO00004988","10YEARS7720","3.09","394"
"INVO00004989","LOYAL5002","430.74","654"
"INVO00004999","5YEARS0814","281.03","275"
"INVO00004984","VAL2217","308.53","564"
"INVO00004994","5YEARS7528","60.43","629"
"INVO00004994","5YEARS1457","33.06","465"
"INVO00004994","LOYAL6063","5.51","584"
"INVO00004979","5YEARS1094","409.94","852"
"INVO00004979","VAL3965","75.93","181"
"INVO00004981","10YEARS5546","5.45","305"
"INVO00004987","10YEARS8209","11.6","994"
"INVO00004995","LOYAL8920","8.52","722"
"INVO00004995","LOYAL6111","496.78","548"
"INVO00004995","LOYAL9096","16.09","629"
"INVO00004996","5YEARS0514","6.87","879"
"INVO00004999","LOYAL9893","40.45","810"
"INVO00004999","DIS1662","8.01","605"
"INVO00004999","LOYAL7484","423.86","418"
"INVO00004978","10YEARS8983","37.41","40"
"INVO00004978","CM5849","237.25","600"
"INVO00004978","VAL7097","44.12","419"
"INVO00004982","DIS4160","72.56","775"
"INVO00004982","LOYAL7534","4.5","587"
"INVO00004982","10YEARS0712","73.05","953"
"INVO00004985","LOYAL3146","83.9","261"
"INVO00004985","5YEARS5384","6.44","976"
"INVO00004989","10YEARS2941","2.24","873"
"INVO00004989","LOYAL4965","4.82","992"
"INVO00004989","10YEARS7399","49.04","396"
"INVO00004991","10YEARS1690","104.82","947"
"INVO00004991","10YEARS6192","10.63","394"
"INVO00004991","5YEARS2824","74.69","790"
"INVO00004993","5YEARS1834","8.14","240"
"INVO00004993","CM8904","85.67","967"
"INVO00004996","LOYAL0308","278.04","836"
"INVO00004996","LOYAL0548","9.55","289"
"INVO00004996","5YEARS0290","3.45","680"
"INVO00004998","5YEARS2173","4.66","405"
"INVO00004981","5YEARS8480","288.43","21"
"INVO00004991","VAL0633","133.99","366"
"INVO00004999","DIS8133","58.13","345"
"INVO00004999","VAL3703","96.53","574"
"INVO00004999","VAL0351","45.01","403"
"INVO00004983","DIS7543","4.69","463"
"INVO00004983","VAL1767","8.45","548"
"INVO00004984","5YEARS8925","31.6","281"
"INVO00004990","LOYAL3623","77.44","94"
"INVO00004990","5YEARS8168","84.9","526"
"INVO00004990","5YEARS0866","177.48","991"
"INVO00004993","5YEARS7442","56.59","157"
"INVO00004993","VAL5281","220.08","528"
"INVO00004993","5YEARS6194","8.66","895"
"INVO00004976","DIS4510","33.92","211"
"INVO00004976","CM1409","87.8","134"
"INVO00004978","10YEARS2437","23.99","65"
"INVO00004978","10YEARS9937","1.64","720"
"INVO00004987","VAL4585","9.2","488"
"INVO00004987","VAL4013","162.04","988"
"INVO00004994","VAL1775","3.58","910"
"INVO00004994","LOYAL1158","9.77","581"
"INVO00004994","10YEARS7873","466.84","430"
"INVO00004977","VAL4353","170.89","117"
"INVO00004985","10YEARS0170","163.98","33"
"INVO00004989","CM6445","3.91","253"
"INVO00004989","LOYAL7148","72.44","681"
"INVO00004989","DIS2667","35.86","268"
"INVO00004995","LOYAL5626","260.6","423"
"INVO00004996","DIS8037","7.83","897"
"INVO00004977","10YEARS2415","43.19","356"
"INVO00004977","LOYAL5968","71.28","105"
"INVO00004986","DIS2184","5.59","14"
"INVO00004986","VAL6232","83.8","207"
"INVO00004986","10YEARS2408","7.43","766"
"INVO00004995","LOYAL9084","15.52","260"
"INVO00004995","LOYAL5864","8.82","759"
"INVO00004978","CM0967","77.26","382"
"INVO00004983","5YEARS3804","222.27","919"
"INVO00004983","5YEARS1111","13.31","455"
"INVO00004989","LOYAL4579","24.71","348"
"INVO00004989","5YEARS2470","4.28","220"
"INVO00004989","DIS7742","9.92","735"
"INVO00004997","5YEARS3727","5.73","839"
"INVO00004997","5YEARS4225","94.94","34"
"INVO00004997","LOYAL1307","97.61","448"
"INVO00004979","VAL3137","9.41","278"
"INVO00004979","CM1681","70.0","562"
"INVO00004980","VAL0520","9.75","495"
"INVO00004980","5YEARS2132","48.51","492"
"INVO00004980","5YEARS3144","76.3","790"
"INVO00004983","DIS3849","9.26","459"
"INVO00004983","VAL3058","9.02","996"
"INVO00004986","5YEARS5081","28.14","800"
"INVO00004986","VAL5968","2.65","169"
"INVO00004986","LOYAL5493","5.91","554"
"INVO00004990","VAL4375","61.04","100"
"INVO00004991","5YEARS3887","296.72","482"
"INVO00004994","LOYAL4004","178.97","206"
"INVO00004994","10YEARS5224","99.34","276"
"INVO00004976","LOYAL3257","400.24","459"
"INVO00004985","5YEARS2633","4.99","119"
"INVO00004985","5YEARS5420","39.07","732"
"INVO00004985","10YEARS0812","413.87","543"
"INVO00004988","VAL6764","96.34","414"
